Week Ending Date,State,Average Expected Count,Observed Number
2017-04-22,Idaho,259,261
2017-04-22,Illinois,2017,1943
2017-04-22,Indiana,1243,1226
2017-04-22,Iowa,570,577
2017-04-22,Kansas,490,497
2017-04-22,Kentucky,900,930
2017-04-22,Louisiana,913,835
2017-04-22,Maine,282,273
2017-04-22,Maryland,931,937
2017-04-22,Massachusetts,1161,1090
2017-04-22,Michigan,1878,1787
2017-04-22,Minnesota,834,834
2017-04-22,Mississippi,609,591
2017-04-22,Missouri,1234,1166
2017-04-22,Montana,194,192
2017-04-22,Nebraska,329,286
2017-04-22,Nevada,468,507
2017-04-22,New Hampshire,228,250
2017-04-22,New Jersey,1423,1420
2017-04-22,New Mexico,352,361
2017-04-22,New York,2957,2910
2017-04-22,North Carolina,1800,1737
2017-04-22,North Dakota,139,152
2017-04-22,Ohio,2256,2353
2017-04-22,Oklahoma,766,756
2017-04-22,Oregon,702,733
2017-04-22,Pennsylvania,2614,2555
2017-04-22,Puerto Rico,584,539
2017-04-22,Rhode Island,210,211
2017-04-22,South Carolina,956,915
2017-04-22,South Dakota,146,145
2017-04-22,Tennessee,1414,1433
2017-04-22,Texas,3935,3698
2017-04-22,United States,53799,53168
2017-04-22,Utah,360,364
2017-04-22,Vermont,110,119
2017-04-22,Virginia,1280,1275
2017-04-22,Washington,1064,1028
2017-04-22,West Virginia,428,422
2017-04-22,Wisconsin,1013,949
2017-04-22,Wyoming,86,89
2017-04-29,Alabama,1001,996
2017-04-29,Alaska,80,80
2017-04-29,Arizona,1081,1182
2017-04-29,Arkansas,591,607
2017-04-29,California,4894,5269
2017-04-29,Colorado,724,732
2017-04-29,Connecticut,592,617
2017-04-29,Delaware,169,167
2017-04-29,District of Columbia,111,134
2017-04-29,Florida,3941,3929
2017-04-29,Georgia,1629,1563
2017-04-29,Hawaii,238,219
2017-04-29,Idaho,258,257
2017-04-29,Illinois,2000,1961
2017-04-29,Indiana,1241,1206
2017-04-29,Iowa,570,597
2017-04-29,Kansas,487,471
2017-04-29,Kentucky,898,935
2017-04-29,Louisiana,903,887
2017-04-29,Maine,282,288
2017-04-29,Maryland,929,947
2017-04-29,Massachusetts,1158,1142
2017-04-29,Michigan,1869,1843
2017-04-29,Minnesota,831,834
2017-04-29,Mississippi,608,560
2017-04-29,Missouri,1224,1183
2017-04-29,Montana,193,193
2017-04-29,Nebraska,328,319
2017-04-29,Nevada,468,500
2017-04-29,New Hampshire,230,240
2017-04-29,New Jersey,1412,1409
2017-04-29,New Mexico,348,356
2017-04-29,New York,2948,2999
2017-04-29,North Carolina,1796,1766
2017-04-29,North Dakota,140,123
2017-04-29,Ohio,2242,2210
2017-04-29,Oklahoma,756,754
2017-04-29,Oregon,699,712
2017-04-29,Pennsylvania,2593,2596
2017-04-29,Puerto Rico,581,554
2017-04-29,Rhode Island,208,212
2017-04-29,South Carolina,948,916
2017-04-29,South Dakota,145,140
2017-04-29,Tennessee,1410,1388
2017-04-29,Texas,3921,3810
2017-04-29,United States,53517,53407
2017-04-29,Utah,358,339
2017-04-29,Vermont,111,115
2017-04-29,Virginia,1281,1266
2017-04-29,Washington,1058,999
2017-04-29,West Virginia,425,399
2017-04-29,Wisconsin,1011,963
2017-04-29,Wyoming,87,77
2017-05-06,Alabama,995,907
2017-05-06,Alaska,80,73
2017-05-06,Arizona,1074,1169
2017-05-06,Arkansas,588,590
2017-05-06,California,4897,5226
2017-05-06,Colorado,719,725
2017-05-06,Connecticut,590,541
2017-05-06,Delaware,170,161
2017-05-06,District of Columbia,111,112
2017-05-06,Florida,3944,3884
2017-05-06,Georgia,1619,1632
2017-05-06,Hawaii,238,222
2017-05-06,Idaho,256,271
2017-05-06,Illinois,1977,1924
2017-05-06,Indiana,1222,1196
2017-05-06,Iowa,565,626
2017-05-06,Kansas,482,503
2017-05-06,Kentucky,886,874
2017-05-06,Louisiana,896,837
2017-05-06,Maine,279,255
2017-05-06,Maryland,926,931
2017-05-06,Massachusetts,1157,1157
2017-05-06,Michigan,1854,1770
2017-05-06,Minnesota,828,806
2017-05-06,Mississippi,609,548
2017-05-06,Missouri,1209,1253
2017-05-06,Montana,193,184
2017-05-06,Nebraska,327,322
2017-05-06,Nevada,464,492
2017-05-06,New Hampshire,231,239
2017-05-06,New Jersey,1410,1339
2017-05-06,New Mexico,347,370
2017-05-06,New York,2928,2877
2017-05-06,North Carolina,1776,1753
2017-05-06,North Dakota,137,129
2017-05-06,Ohio,2210,2249
2017-05-06,Oklahoma,753,733
2017-05-06,Oregon,693,697
2017-05-06,Pennsylvania,2569,2507
2017-05-06,Puerto Rico,579,508
2017-05-06,Rhode Island,206,228
2017-05-06,South Carolina,944,863
2017-05-06,South Dakota,143,156
2017-05-06,Tennessee,1399,1345
2017-05-06,Texas,3897,3734
2017-05-06,United States,53119,52753
2017-05-06,Utah,359,355
2017-05-06,Vermont,110,105
2017-05-06,Virginia,1272,1307
2017-05-06,Washington,1055,1089
2017-05-06,West Virginia,422,424
2017-05-06,Wisconsin,1006,973
2017-05-06,Wyoming,87,90
2017-05-13,Alabama,992,1064
2017-05-13,Alaska,80,77
2017-05-13,Arizona,1063,1120
2017-05-13,Arkansas,580,600
2017-05-13,California,4868,4892
2017-05-13,Colorado,715,726
2017-05-13,Connecticut,587,561
2017-05-13,Delaware,171,160
2017-05-13,District of Columbia,111,117
2017-05-13,Florida,3900,3816
2017-05-13,Georgia,1606,1447
2017-05-13,Hawaii,236,208
2017-05-13,Idaho,255,238
2017-05-13,Illinois,1969,1929
2017-05-13,Indiana,1210,1274
2017-05-13,Iowa,561,535
2017-05-13,Kansas,480,488
2017-05-13,Kentucky,884,907
2017-05-13,Louisiana,895,878
2017-05-13,Maine,276,271
2017-05-13,Maryland,920,884
2017-05-13,Massachusetts,1143,1040
2017-05-13,Michigan,1841,1856
2017-05-13,Minnesota,822,839
2017-05-13,Mississippi,606,587
2017-05-13,Missouri,1203,1212
2017-05-13,Montana,191,203
2017-05-13,Nebraska,324,309
2017-05-13,Nevada,463,488
2017-05-13,New Hampshire,230,234
2017-05-13,New Jersey,1398,1401
2017-05-13,New Mexico,342,382
2017-05-13,New York,2905,2788
2017-05-13,North Carolina,1753,1692
2017-05-13,North Dakota,135,144
2017-05-13,Ohio,2188,2309
2017-05-13,Oklahoma,748,699
2017-05-13,Oregon,691,714
2017-05-13,Pennsylvania,2553,2465
2017-05-13,Puerto Rico,575,534
2017-05-13,Rhode Island,204,198
2017-05-13,South Carolina,942,891
2017-05-13,South Dakota,143,164
2017-05-13,Tennessee,1388,1340
2017-05-13,Texas,3868,3716
2017-05-13,United States,52715,52078
2017-05-13,Utah,357,349
2017-05-13,Vermont,110,106
2017-05-13,Virginia,1264,1256
2017-05-13,Washington,1046,1006
2017-05-13,West Virginia,423,402
2017-05-13,Wisconsin,996,1013
2017-05-13,Wyoming,87,83
2017-05-20,Alabama,983,998
2017-05-20,Alaska,80,68
2017-05-20,Arizona,1053,1078
2017-05-20,Arkansas,573,608
2017-05-20,California,4815,5059
2017-05-20,Colorado,712,705
2017-05-20,Connecticut,583,559
2017-05-20,Delaware,169,155
2017-05-20,District of Columbia,111,127
2017-05-20,Florida,3897,3807
2017-05-20,Georgia,1601,1582
2017-05-20,Hawaii,232,240
2017-05-20,Idaho,253,275
2017-05-20,Illinois,1969,2024
2017-05-20,Indiana,1216,1167
2017-05-20,Iowa,556,554
2017-05-20,Kansas,474,437
2017-05-20,Kentucky,878,862
2017-05-20,Louisiana,892,865
2017-05-20,Maine,275,285
2017-05-20,Maryland,913,923
2017-05-20,Massachusetts,1148,1107
2017-05-20,Michigan,1831,1818
2017-05-20,Minnesota,822,843
2017-05-20,Mississippi,603,602
2017-05-20,Missouri,1195,1122
2017-05-20,Montana,189,197
2017-05-20,Nebraska,321,295
2017-05-20,Nevada,458,469
2017-05-20,New Hampshire,230,222
2017-05-20,New Jersey,1390,1408
2017-05-20,New Mexico,340,366
2017-05-20,New York,2892,2993
2017-05-20,North Carolina,1743,1812
2017-05-20,North Dakota,133,120
2017-05-20,Ohio,2185,2283
2017-05-20,Oklahoma,741,733
2017-05-20,Oregon,687,708
2017-05-20,Pennsylvania,2536,2561
2017-05-20,Puerto Rico,574,566
2017-05-20,Rhode Island,206,196
2017-05-20,South Carolina,943,923
2017-05-20,South Dakota,140,130
2017-05-20,Tennessee,1384,1347
2017-05-20,Texas,3849,3758
2017-05-20,United States,52534,52578
2017-05-20,Utah,357,344
2017-05-20,Vermont,109,109
2017-05-20,Virginia,1256,1218
2017-05-20,Washington,1038,1071
2017-05-20,West Virginia,421,392
2017-05-20,Wisconsin,997,957
2017-05-20,Wyoming,86,96
2017-05-27,Alabama,978,988
2017-05-27,Alaska,80,76
2017-05-27,Arizona,1044,1065
2017-05-27,Arkansas,570,568
2017-05-27,California,4790,4846
2017-05-27,Colorado,710,736
2017-05-27,Connecticut,582,580
2017-05-27,Delaware,168,143
2017-05-27,District of Columbia,110,99
2017-05-27,Florida,3858,3752
2017-05-27,Georgia,1592,1534
2017-05-27,Hawaii,229,215
2017-05-27,Idaho,253,260
2017-05-27,Illinois,1959,1945
2017-05-27,Indiana,1215,1202
2017-05-27,Iowa,555,547
2017-05-27,Kansas,476,471
2017-05-27,Kentucky,881,886
2017-05-27,Louisiana,888,830
2017-05-27,Maine,275,257
2017-05-27,Maryland,911,905
2017-05-27,Massachusetts,1151,1038
2017-05-27,Michigan,1831,1701
2017-05-27,Minnesota,822,819
2017-05-27,Mississippi,599,549
2017-05-27,Missouri,1192,1092
2017-05-27,Montana,189,207
2017-05-27,Nebraska,319,326
2017-05-27,Nevada,457,487
2017-05-27,New Hampshire,232,190
2017-05-27,New Jersey,1371,1353
2017-05-27,New Mexico,339,314
2017-05-27,New York,2882,2835
2017-05-27,North Carolina,1752,1754
2017-05-27,North Dakota,134,134
2017-05-27,Ohio,2191,2208
2017-05-27,Oklahoma,736,692
2017-05-27,Oregon,683,667
2017-05-27,Pennsylvania,2527,2489
2017-05-27,Puerto Rico,571,578
2017-05-27,Rhode Island,203,191
2017-05-27,South Carolina,934,897
2017-05-27,South Dakota,139,138
2017-05-27,Tennessee,1372,1325
2017-05-27,Texas,3854,3631
2017-05-27,United States,52210,51102
2017-05-27,Utah,356,349
2017-05-27,Vermont,110,108
2017-05-27,Virginia,1259,1265
2017-05-27,Washington,1034,986
2017-05-27,West Virginia,421,374
2017-05-27,Wisconsin,996,994
2017-05-27,Wyoming,87,84
2017-06-03,Alabama,967,925
2017-06-03,Alaska,80,77
2017-06-03,Arizona,1037,1146
2017-06-03,Arkansas,565,569
2017-06-03,California,4788,4890
2017-06-03,Colorado,707,669
2017-06-03,Connecticut,576,589
2017-06-03,Delaware,168,145
2017-06-03,District of Columbia,111,130
2017-06-03,Florida,3848,3836
2017-06-03,Georgia,1580,1507
2017-06-03,Hawaii,228,213
2017-06-03,Idaho,254,253
2017-06-03,Illinois,1948,1941
2017-06-03,Indiana,1207,1160
2017-06-03,Iowa,551,571
2017-06-03,Kansas,472,436
2017-06-03,Kentucky,877,854
2017-06-03,Louisiana,883,875
2017-06-03,Maine,275,253
2017-06-03,Maryland,910,862
2017-06-03,Massachusetts,1139,1087
2017-06-03,Michigan,1821,1792
2017-06-03,Minnesota,821,835
2017-06-03,Mississippi,598,589
2017-06-03,Missouri,1186,1176
2017-06-03,Montana,188,176
2017-06-03,Nebraska,316,321
2017-06-03,Nevada,458,488
2017-06-03,New Hampshire,233,227
2017-06-03,New Jersey,1367,1360
2017-06-03,New Mexico,336,349
2017-06-03,New York,2866,2758
2017-06-03,North Carolina,1736,1670
2017-06-03,North Dakota,131,124
2017-06-03,Ohio,2178,2252
2017-06-03,Oklahoma,736,694
2017-06-03,Oregon,680,663
2017-06-03,Pennsylvania,2516,2535
2017-06-03,Puerto Rico,575,514
2017-06-03,Rhode Island,202,142
2017-06-03,South Carolina,926,891
2017-06-03,South Dakota,139,159
2017-06-03,Tennessee,1363,1324
2017-06-03,Texas,3830,3649
2017-06-03,United States,52097,51369
2017-06-03,Utah,358,336
2017-06-03,Vermont,111,87
2017-06-03,Virginia,1254,1286
2017-06-03,Washington,1035,1058
2017-06-03,West Virginia,417,407
2017-06-03,Wisconsin,1000,968
2017-06-03,Wyoming,87,65
2017-06-10,Alabama,963,984
2017-06-10,Alaska,80,84
2017-06-10,Arizona,1022,1139
2017-06-10,Arkansas,568,565
2017-06-10,California,4771,4849
2017-06-10,Colorado,704,694
2017-06-10,Connecticut,572,575
2017-06-10,Delaware,165,159
2017-06-10,District of Columbia,109,115
2017-06-10,Florida,3822,3774
2017-06-10,Georgia,1576,1527
2017-06-10,Hawaii,224,226
2017-06-10,Idaho,256,242
2017-06-10,Illinois,1946,1944
2017-06-10,Indiana,1197,1251
2017-06-10,Iowa,549,541
2017-06-10,Kansas,471,450
2017-06-10,Kentucky,868,901
2017-06-10,Louisiana,880,849
2017-06-10,Maine,275,262
2017-06-10,Maryland,902,918
2017-06-10,Massachusetts,1130,1025
2017-06-10,Michigan,1811,1737
2017-06-10,Minnesota,819,749
2017-06-10,Mississippi,595,582
2017-06-10,Missouri,1182,1166
2017-06-10,Montana,189,200
2017-06-10,Nebraska,316,323
2017-06-10,Nevada,456,472
2017-06-10,New Hampshire,233,224
2017-06-10,New Jersey,1350,1338
2017-06-10,New Mexico,333,319
2017-06-10,New York,2850,2797
2017-06-10,North Carolina,1718,1745
2017-06-10,North Dakota,131,136
2017-06-10,Ohio,2169,2311
2017-06-10,Oklahoma,732,695
2017-06-10,Oregon,676,674
2017-06-10,Pennsylvania,2506,2541
2017-06-10,Puerto Rico,573,525
2017-06-10,Rhode Island,201,197
2017-06-10,South Carolina,920,922
2017-06-10,South Dakota,138,162
2017-06-10,Tennessee,1358,1406
2017-06-10,Texas,3814,3598
2017-06-10,United States,51654,51526
2017-06-10,Utah,356,358
2017-06-10,Vermont,112,113
2017-06-10,Virginia,1236,1235
2017-06-10,Washington,1029,1031
2017-06-10,West Virginia,417,411
2017-06-10,Wisconsin,989,936
2017-06-10,Wyoming,88,74
2017-06-17,Alabama,965,918
2017-06-17,Alaska,82,90
2017-06-17,Arizona,1017,1082
2017-06-17,Arkansas,563,601
2017-06-17,California,4743,4913
2017-06-17,Colorado,701,708
2017-06-17,Connecticut,569,582
2017-06-17,Delaware,166,147
2017-06-17,District of Columbia,110,105
2017-06-17,Florida,3813,3625
2017-06-17,Georgia,1565,1510
2017-06-17,Hawaii,224,221
2017-06-17,Idaho,255,261
2017-06-17,Illinois,1958,1881
2017-06-17,Indiana,1199,1209
2017-06-17,Iowa,547,535
2017-06-17,Kansas,471,440
2017-06-17,Kentucky,862,920
2017-06-17,Louisiana,872,800
2017-06-17,Maine,274,255
2017-06-17,Maryland,897,929
2017-06-17,Massachusetts,1128,1078
2017-06-17,Michigan,1814,1803
2017-06-17,Minnesota,818,737
2017-06-17,Mississippi,594,577
2017-06-17,Missouri,1179,1134
2017-06-17,Montana,188,188
2017-06-17,Nebraska,314,303
2017-06-17,Nevada,455,501
2017-06-17,New Hampshire,231,234
2017-06-17,New Jersey,1344,1309
2017-06-17,New Mexico,329,315
2017-06-17,New York,2833,2852
2017-06-17,North Carolina,1719,1635
2017-06-17,North Dakota,131,122
2017-06-17,Ohio,2163,2237
2017-06-17,Oklahoma,733,735
2017-06-17,Oregon,675,652
2017-06-17,Pennsylvania,2491,2547
2017-06-17,Puerto Rico,573,590
2017-06-17,Rhode Island,200,200
2017-06-17,South Carolina,914,882
2017-06-17,South Dakota,137,135
2017-06-17,Tennessee,1350,1271
2017-06-17,Texas,3804,3689
2017-06-17,United States,51498,50937
2017-06-17,Utah,353,369
2017-06-17,Vermont,111,115
2017-06-17,Virginia,1229,1240
2017-06-17,Washington,1026,924
2017-06-17,West Virginia,416,387
2017-06-17,Wisconsin,988,947
2017-06-17,Wyoming,89,87
2017-06-24,Alabama,959,961
2017-06-24,Alaska,86,81
2017-06-24,Arizona,1011,1102
2017-06-24,Arkansas,565,604
2017-06-24,California,4711,5147
2017-06-24,Colorado,704,697
2017-06-24,Connecticut,563,606
2017-06-24,Delaware,167,155
2017-06-24,District of Columbia,109,105
2017-06-24,Florida,3796,3807
2017-06-24,Georgia,1559,1596
2017-06-24,Hawaii,222,223
2017-06-24,Idaho,254,264
2017-06-24,Illinois,1947,1897
2017-06-24,Indiana,1202,1149
2017-06-24,Iowa,543,534
2017-06-24,Kansas,475,453
2017-06-24,Kentucky,870,849
2017-06-24,Louisiana,869,808
2017-06-24,Maine,276,281
2017-06-24,Maryland,898,897
2017-06-24,Massachusetts,1124,1092
2017-06-24,Michigan,1812,1691
2017-06-24,Minnesota,818,757
2017-06-24,Mississippi,590,572
2017-06-24,Missouri,1179,1171
2017-06-24,Montana,189,189
2017-06-24,Nebraska,314,338
2017-06-24,Nevada,454,503
2017-06-24,New Hampshire,233,210
2017-06-24,New Jersey,1334,1341
2017-06-24,New Mexico,324,307
2017-06-24,New York,2827,2818
2017-06-24,North Carolina,1723,1679
2017-06-24,North Dakota,129,126
2017-06-24,Ohio,2170,2184
2017-06-24,Oklahoma,735,679
2017-06-24,Oregon,671,643
2017-06-24,Pennsylvania,2473,2503
2017-06-24,Puerto Rico,570,550
2017-06-24,Rhode Island,199,199
2017-06-24,South Carolina,917,909
2017-06-24,South Dakota,138,138
2017-06-24,Tennessee,1349,1339
2017-06-24,Texas,3814,3714
2017-06-24,United States,51391,51320
2017-06-24,Utah,355,334
2017-06-24,Vermont,112,102
2017-06-24,Virginia,1226,1204
2017-06-24,Washington,1028,959
2017-06-24,West Virginia,416,401
2017-06-24,Wisconsin,985,920
2017-06-24,Wyoming,89,82
2017-07-01,Alabama,957,925
2017-07-01,Alaska,84,79
2017-07-01,Arizona,1007,1109
2017-07-01,Arkansas,564,582
2017-07-01,California,4727,4849
2017-07-01,Colorado,700,675
2017-07-01,Connecticut,560,568
2017-07-01,Delaware,165,171
2017-07-01,District of Columbia,109,128
2017-07-01,Florida,3783,3770
2017-07-01,Georgia,1558,1497
2017-07-01,Hawaii,224,208
2017-07-01,Idaho,255,244
2017-07-01,Illinois,1939,1829
2017-07-01,Indiana,1188,1209
2017-07-01,Iowa,541,533
2017-07-01,Kansas,471,486
2017-07-01,Kentucky,866,869
2017-07-01,Louisiana,865,820
2017-07-01,Maine,275,264
2017-07-01,Maryland,900,910
2017-07-01,Massachusetts,1120,1088
2017-07-01,Michigan,1814,1710
2017-07-01,Minnesota,817,800
2017-07-01,Mississippi,592,569
2017-07-01,Missouri,1174,1147
2017-07-01,Montana,189,162
2017-07-01,Nebraska,314,310
2017-07-01,Nevada,454,509
2017-07-01,New Hampshire,231,223
2017-07-01,New Jersey,1332,1323
2017-07-01,New Mexico,323,335
2017-07-01,New York,2813,2754
2017-07-01,North Carolina,1727,1706
2017-07-01,North Dakota,129,139
2017-07-01,Ohio,2158,2171
2017-07-01,Oklahoma,734,702
2017-07-01,Oregon,668,667
2017-07-01,Pennsylvania,2462,2410
2017-07-01,Puerto Rico,575,551
2017-07-01,Rhode Island,197,192
2017-07-01,South Carolina,914,926
2017-07-01,South Dakota,138,153
2017-07-01,Tennessee,1349,1282
2017-07-01,Texas,3790,3607
2017-07-01,United States,51435,50743
2017-07-01,Utah,355,351
2017-07-01,Vermont,113,82
2017-07-01,Virginia,1235,1198
2017-07-01,Washington,1031,1049
2017-07-01,West Virginia,418,383
2017-07-01,Wisconsin,983,998
2017-07-01,Wyoming,90,72
2017-07-08,Alabama,950,954
2017-07-08,Alaska,85,82
2017-07-08,Arizona,1000,1142
2017-07-08,Arkansas,566,605
2017-07-08,California,4725,4913
2017-07-08,Colorado,706,720
2017-07-08,Connecticut,558,550
2017-07-08,Delaware,165,157
2017-07-08,District of Columbia,108,111
2017-07-08,Florida,3771,3763
2017-07-08,Georgia,1557,1517
2017-07-08,Hawaii,221,205
2017-07-08,Idaho,254,251
2017-07-08,Illinois,1933,1869
2017-07-08,Indiana,1177,1193
2017-07-08,Iowa,537,518
2017-07-08,Kansas,470,472
2017-07-08,Kentucky,866,876
2017-07-08,Louisiana,865,805
2017-07-08,Maine,273,237
2017-07-08,Maryland,891,874
2017-07-08,Massachusetts,1114,1094
2017-07-08,Michigan,1802,1690
2017-07-08,Minnesota,812,775
2017-07-08,Mississippi,593,586
2017-07-08,Missouri,1178,1197
2017-07-08,Montana,190,197
2017-07-08,Nebraska,314,328
2017-07-08,Nevada,451,490
2017-07-08,New Hampshire,231,236
2017-07-08,New Jersey,1325,1323
2017-07-08,New Mexico,322,316
2017-07-08,New York,2803,2804
2017-07-08,North Carolina,1701,1774
2017-07-08,North Dakota,128,109
2017-07-08,Ohio,2157,2224
2017-07-08,Oklahoma,733,705
2017-07-08,Oregon,666,649
2017-07-08,Pennsylvania,2453,2411
2017-07-08,Puerto Rico,578,532
2017-07-08,Rhode Island,196,163
2017-07-08,South Carolina,910,867
2017-07-08,South Dakota,139,158
2017-07-08,Tennessee,1350,1325
2017-07-08,Texas,3775,3689
2017-07-08,United States,51145,51091
2017-07-08,Utah,354,329
2017-07-08,Vermont,112,126
2017-07-08,Virginia,1223,1205
2017-07-08,Washington,1028,1043
2017-07-08,West Virginia,414,412
2017-07-08,Wisconsin,972,968
2017-07-08,Wyoming,90,84
2017-07-15,Alabama,952,968
2017-07-15,Alaska,86,70
2017-07-15,Arizona,999,1071
2017-07-15,Arkansas,561,583
2017-07-15,California,4709,4746
2017-07-15,Colorado,702,660
2017-07-15,Connecticut,557,552
2017-07-15,Delaware,163,161
2017-07-15,District of Columbia,108,120
2017-07-15,Florida,3767,3671
2017-07-15,Georgia,1553,1492
2017-07-15,Hawaii,220,218
2017-07-15,Idaho,254,272
2017-07-15,Illinois,1944,1878
2017-07-15,Indiana,1184,1145
2017-07-15,Iowa,539,506
2017-07-15,Kansas,468,495
2017-07-15,Kentucky,859,857
2017-07-15,Louisiana,861,803
2017-07-15,Maine,275,259
2017-07-15,Maryland,888,910
2017-07-15,Massachusetts,1115,1109
2017-07-15,Michigan,1794,1690
2017-07-15,Minnesota,810,750
2017-07-15,Mississippi,594,613
2017-07-15,Missouri,1182,1170
2017-07-15,Montana,189,193
2017-07-15,Nebraska,312,324
2017-07-15,Nevada,448,513
2017-07-15,New Hampshire,230,211
2017-07-15,New Jersey,1320,1301
2017-07-15,New Mexico,319,324
2017-07-15,New York,2791,2690
2017-07-15,North Carolina,1704,1643
2017-07-15,North Dakota,129,115
2017-07-15,Ohio,2155,2278
2017-07-15,Oklahoma,730,748
2017-07-15,Oregon,668,662
2017-07-15,Pennsylvania,2434,2393
2017-07-15,Puerto Rico,573,515
2017-07-15,Rhode Island,195,182
2017-07-15,South Carolina,907,857
2017-07-15,South Dakota,141,129
2017-07-15,Tennessee,1338,1342
2017-07-15,Texas,3763,3397
2017-07-15,United States,51031,50127
2017-07-15,Utah,353,339
2017-07-15,Vermont,111,105
2017-07-15,Virginia,1224,1237
2017-07-15,Washington,1025,984
2017-07-15,West Virginia,413,401
2017-07-15,Wisconsin,973,920
2017-07-15,Wyoming,89,70
2017-07-22,Alabama,951,964
2017-07-22,Alaska,87,81
2017-07-22,Arizona,998,1075
2017-07-22,Arkansas,560,565
2017-07-22,California,4694,4781
2017-07-22,Colorado,700,659
2017-07-22,Connecticut,559,571
2017-07-22,Delaware,164,167
2017-07-22,District of Columbia,108,109
2017-07-22,Florida,3755,3672
2017-07-22,Georgia,1546,1565
2017-07-22,Hawaii,217,204
2017-07-22,Idaho,255,249
2017-07-22,Illinois,1947,1859
2017-07-22,Indiana,1189,1176
2017-07-22,Iowa,542,469
2017-07-22,Kansas,472,485
2017-07-22,Kentucky,863,836
2017-07-22,Louisiana,863,848
2017-07-22,Maine,275,271
2017-07-22,Maryland,888,850
2017-07-22,Massachusetts,1118,1030
2017-07-22,Michigan,1800,1760
2017-07-22,Minnesota,810,776
2017-07-22,Mississippi,596,558
2017-07-22,Missouri,1181,1163
2017-07-22,Montana,186,193
2017-07-22,Nebraska,316,293
2017-07-22,Nevada,447,432
2017-07-22,New Hampshire,230,236
2017-07-22,New Jersey,1312,1341
2017-07-22,New Mexico,317,312
2017-07-22,New York,2802,2752
2017-07-22,North Carolina,1703,1694
2017-07-22,North Dakota,129,141
2017-07-22,Ohio,2168,2140
2017-07-22,Oklahoma,731,745
2017-07-22,Oregon,669,703
2017-07-22,Pennsylvania,2431,2437
